BenchmarkName, State, Action, PrevActions, Reward
benchmark://poj104-v0/1_17,1933877.0,-scalarizer,-redundant-dbg-inst-elim -strip-debug-declare -strip-dead-prototypes -globalopt -loop-fusion -sroa -licm -mergereturn -loop-idiom -loop-data-prefetch -div-rem-pairs -correlated-propagation -lower-guard-intrinsic -loop-rotate -constprop -consthoist -float2int -loop-unroll -strip -rewrite-statepoints-for-gc -simple-loop-unswitch -loop-guard-widening -rpo-functionattrs -mergeicmps,-0.007370625009619435
benchmark://poj104-v0/1_17,1846463.0,-canonicalize-aliases,-redundant-dbg-inst-elim -strip-debug-declare -strip-dead-prototypes -globalopt -loop-fusion -sroa -licm -mergereturn -loop-idiom -loop-data-prefetch -div-rem-pairs -correlated-propagation -lower-guard-intrinsic -loop-rotate -constprop -consthoist -float2int -loop-unroll -strip -rewrite-statepoints-for-gc -simple-loop-unswitch -loop-guard-widening -rpo-functionattrs -mergeicmps -scalarizer,-0.24207116272892118
benchmark://poj104-v0/1_17,1988861.0,-mergeicmps,-redundant-dbg-inst-elim -strip-debug-declare -strip-dead-prototypes -globalopt -loop-fusion -sroa -licm -mergereturn -loop-idiom -loop-data-prefetch -div-rem-pairs -correlated-propagation -lower-guard-intrinsic -loop-rotate -constprop -consthoist -float2int -loop-unroll -strip -rewrite-statepoints-for-gc -simple-loop-unswitch -loop-guard-widening -rpo-functionattrs -mergeicmps -scalarizer -canonicalize-aliases,-0.15389500194098826
benchmark://poj104-v0/1_17,1933313.0,-constmerge,-redundant-dbg-inst-elim -strip-debug-declare -strip-dead-prototypes -globalopt -loop-fusion -sroa -licm -mergereturn -loop-idiom -loop-data-prefetch -div-rem-pairs -correlated-propagation -lower-guard-intrinsic -loop-rotate -constprop -consthoist -float2int -loop-unroll -strip -rewrite-statepoints-for-gc -simple-loop-unswitch -loop-guard-widening -rpo-functionattrs -mergeicmps -scalarizer -canonicalize-aliases -mergeicmps,-0.12520770854507968
benchmark://poj104-v0/1_17,2192445.0,-dse,-redundant-dbg-inst-elim -strip-debug-declare -strip-dead-prototypes -globalopt -loop-fusion -sroa -licm -mergereturn -loop-idiom -loop-data-prefetch -div-rem-pairs -correlated-propagation -lower-guard-intrinsic -loop-rotate -constprop -consthoist -float2int -loop-unroll -strip -rewrite-statepoints-for-gc -simple-loop-unswitch -loop-guard-widening -rpo-functionattrs -mergeicmps -scalarizer -canonicalize-aliases -mergeicmps -constmerge,-0.2474785678983914
benchmark://poj104-v0/1_17,1917652.0,-lowerinvoke,-reassociate -instcombine -loop-versioning-licm -dse -coro-early,-0.3651862522167454
benchmark://poj104-v0/1_17,1832722.0,-coro-cleanup,-reassociate -instcombine -loop-versioning-licm -dse -coro-early -lowerinvoke,-0.12442960312063028
benchmark://poj104-v0/1_17,1873310.0,-coro-elide,-reassociate -instcombine -loop-versioning-licm -dse -coro-early -lowerinvoke -coro-cleanup,-0.05942901312860515
benchmark://poj104-v0/1_17,2001519.0,-loop-unroll-and-jam,-reassociate -instcombine -loop-versioning-licm -dse -coro-early -lowerinvoke -coro-cleanup -coro-elide,-0.01997080252026352
benchmark://poj104-v0/1_17,1936367.0,-die,-reassociate -instcombine -loop-versioning-licm -dse -coro-early -lowerinvoke -coro-cleanup -coro-elide -loop-unroll-and-jam,-0.04582898439855871
benchmark://poj104-v0/1_17,1791884.0,-loop-simplify,-reassociate -instcombine -loop-versioning-licm -dse -coro-early -lowerinvoke -coro-cleanup -coro-elide -loop-unroll-and-jam -die,-0.04081775744886308
benchmark://poj104-v0/1_17,1766815.0,-scalarizer,-speculative-execution -lower-matrix-intrinsics -libcalls-shrinkwrap -prune-eh -partial-inliner -strip -jump-threading -licm -lower-widenable-condition -simplifycfg -sccp -reassociate -irce -loop-rotate -loop-unroll -loop-sink -early-cse-memssa -called-value-propagation -loop-load-elim -constprop -name-anon-globals -inferattrs,-0.020295155623935093
benchmark://poj104-v0/1_17,1654798.0,-forceattrs,-speculative-execution -lower-matrix-intrinsics -libcalls-shrinkwrap -prune-eh -partial-inliner -strip -jump-threading -licm -lower-widenable-condition -simplifycfg -sccp -reassociate -irce -loop-rotate -loop-unroll -loop-sink -early-cse-memssa -called-value-propagation -loop-load-elim -constprop -name-anon-globals -inferattrs -scalarizer,-0.06654654011005204
benchmark://poj104-v0/1_17,1839758.0,-flattencfg,-speculative-execution -lower-matrix-intrinsics -libcalls-shrinkwrap -prune-eh -partial-inliner -strip -jump-threading -licm -lower-widenable-condition -simplifycfg -sccp -reassociate -irce -loop-rotate -loop-unroll -loop-sink -early-cse-memssa -called-value-propagation -loop-load-elim -constprop -name-anon-globals -inferattrs -scalarizer -forceattrs,-0.015416178094365662
benchmark://poj104-v0/1_17,1914203.0,-loop-predication,-speculative-execution -lower-matrix-intrinsics -libcalls-shrinkwrap -prune-eh -partial-inliner -strip -jump-threading -licm -lower-widenable-condition -simplifycfg -sccp -reassociate -irce -loop-rotate -loop-unroll -loop-sink -early-cse-memssa -called-value-propagation -loop-load-elim -constprop -name-anon-globals -inferattrs -scalarizer -forceattrs -flattencfg,-0.23561716301052124
benchmark://poj104-v0/1_17,1833114.0,-forceattrs,-speculative-execution -lower-matrix-intrinsics -libcalls-shrinkwrap -prune-eh -partial-inliner -strip -jump-threading -licm -lower-widenable-condition -simplifycfg -sccp -reassociate -irce -loop-rotate -loop-unroll -loop-sink -early-cse-memssa -called-value-propagation -loop-load-elim -constprop -name-anon-globals -inferattrs -scalarizer -forceattrs -flattencfg -loop-predication,-0.10934290849537212
benchmark://poj104-v0/1_17,1832426.0,-coro-cleanup,-speculative-execution -lower-matrix-intrinsics -libcalls-shrinkwrap -prune-eh -partial-inliner -strip -jump-threading -licm -lower-widenable-condition -simplifycfg -sccp -reassociate -irce -loop-rotate -loop-unroll -loop-sink -early-cse-memssa -called-value-propagation -loop-load-elim -constprop -name-anon-globals -inferattrs -scalarizer -forceattrs -flattencfg -loop-predication -forceattrs,-0.019169325431050453
benchmark://poj104-v0/1_17,2127410.0,-correlated-propagation,-strip-dead-prototypes -loop-unroll-and-jam -insert-gcov-profiling -aggressive-instcombine -globalopt -ipconstprop -deadargelim -loop-unswitch -jump-threading -strip-nondebug -add-discriminators -slsr -loop-instsimplify -elim-avail-extern -div-rem-pairs -mldst-motion -sink -inferattrs -infer-address-spaces -mergeicmps -loop-vectorize -mem2reg,-0.016209674615122835
benchmark://poj104-v0/1_17,1929341.0,-licm,-strip-dead-prototypes -loop-unroll-and-jam -insert-gcov-profiling -aggressive-instcombine -globalopt -ipconstprop -deadargelim -loop-unswitch -jump-threading -strip-nondebug -add-discriminators -slsr -loop-instsimplify -elim-avail-extern -div-rem-pairs -mldst-motion -sink -inferattrs -infer-address-spaces -mergeicmps -loop-vectorize -mem2reg -correlated-propagation,-0.09870937106850121
benchmark://poj104-v0/1_17,2015961.0,-rpo-functionattrs,-strip-dead-prototypes -loop-unroll-and-jam -insert-gcov-profiling -aggressive-instcombine -globalopt -ipconstprop -deadargelim -loop-unswitch -jump-threading -strip-nondebug -add-discriminators -slsr -loop-instsimplify -elim-avail-extern -div-rem-pairs -mldst-motion -sink -inferattrs -infer-address-spaces -mergeicmps -loop-vectorize -mem2reg -correlated-propagation -licm,-0.055090434091620344
benchmark://poj104-v0/1_17,1841942.0,-called-value-propagation,-strip-dead-prototypes -loop-unroll-and-jam -insert-gcov-profiling -aggressive-instcombine -globalopt -ipconstprop -deadargelim -loop-unswitch -jump-threading -strip-nondebug -add-discriminators -slsr -loop-instsimplify -elim-avail-extern -div-rem-pairs -mldst-motion -sink -inferattrs -infer-address-spaces -mergeicmps -loop-vectorize -mem2reg -correlated-propagation -licm -rpo-functionattrs,0.05680511622842895
benchmark://poj104-v0/1_17,1849151.0,-inline,-strip-dead-prototypes -loop-unroll-and-jam -insert-gcov-profiling -aggressive-instcombine -globalopt -ipconstprop -deadargelim -loop-unswitch -jump-threading -strip-nondebug -add-discriminators -slsr -loop-instsimplify -elim-avail-extern -div-rem-pairs -mldst-motion -sink -inferattrs -infer-address-spaces -mergeicmps -loop-vectorize -mem2reg -correlated-propagation -licm -rpo-functionattrs -called-value-propagation,-0.035414342563620804
benchmark://poj104-v0/1_17,1851132.0,-lcssa,-strip-dead-prototypes -loop-unroll-and-jam -insert-gcov-profiling -aggressive-instcombine -globalopt -ipconstprop -deadargelim -loop-unswitch -jump-threading -strip-nondebug -add-discriminators -slsr -loop-instsimplify -elim-avail-extern -div-rem-pairs -mldst-motion -sink -inferattrs -infer-address-spaces -mergeicmps -loop-vectorize -mem2reg -correlated-propagation -licm -rpo-functionattrs -called-value-propagation -inline,-0.12023467431585151
benchmark://poj104-v0/1_17,1819039.0,-nary-reassociate,-pgo-memop-opt -forceattrs -argpromotion -deadargelim -insert-gcov-profiling -post-inline-ee-instrument -licm -bdce -correlated-propagation -inject-tli-mappings -simple-loop-unswitch -die -lower-guard-intrinsic -inline,-0.06734516699624514
benchmark://poj104-v0/1_17,1830229.0,-post-inline-ee-instrument,-pgo-memop-opt -forceattrs -argpromotion -deadargelim -insert-gcov-profiling -post-inline-ee-instrument -licm -bdce -correlated-propagation -inject-tli-mappings -simple-loop-unswitch -die -lower-guard-intrinsic -inline -nary-reassociate,-0.06062552835638482
benchmark://poj104-v0/1_17,1792669.0,-loop-idiom,-pgo-memop-opt -forceattrs -argpromotion -deadargelim -insert-gcov-profiling -post-inline-ee-instrument -licm -bdce -correlated-propagation -inject-tli-mappings -simple-loop-unswitch -die -lower-guard-intrinsic -inline -nary-reassociate -post-inline-ee-instrument,-0.002991573089751183
benchmark://poj104-v0/1_17,1763516.0,-speculative-execution,-pgo-memop-opt -forceattrs -argpromotion -deadargelim -insert-gcov-profiling -post-inline-ee-instrument -licm -bdce -correlated-propagation -inject-tli-mappings -simple-loop-unswitch -die -lower-guard-intrinsic -inline -nary-reassociate -post-inline-ee-instrument -loop-idiom,-0.04133079399245608
benchmark://poj104-v0/1_17,2074507.0,-loop-interchange,-pgo-memop-opt -forceattrs -argpromotion -deadargelim -insert-gcov-profiling -post-inline-ee-instrument -licm -bdce -correlated-propagation -inject-tli-mappings -simple-loop-unswitch -die -lower-guard-intrinsic -inline -nary-reassociate -post-inline-ee-instrument -loop-idiom -speculative-execution,-0.012207989575097434
benchmark://poj104-v0/1_17,1955102.0,-ee-instrument,-pgo-memop-opt -forceattrs -argpromotion -deadargelim -insert-gcov-profiling -post-inline-ee-instrument -licm -bdce -correlated-propagation -inject-tli-mappings -simple-loop-unswitch -die -lower-guard-intrinsic -inline -nary-reassociate -post-inline-ee-instrument -loop-idiom -speculative-execution -loop-interchange,-0.016087115885264507
benchmark://poj104-v0/1_17,1742202.0,-loop-reroll,-constprop -loop-versioning-licm -globalopt -loop-idiom -lower-expect -loop-simplifycfg -mergefunc -always-inline -loop-rotate -called-value-propagation -loop-predication -post-inline-ee-instrument -adce -nary-reassociate -lowerinvoke -canonicalize-aliases -gvn -flattencfg -sink -instcombine -dce -mem2reg -newgvn -globaldce -lower-constant-intrinsics -sancov,-0.11484608048631303
benchmark://poj104-v0/1_17,1835537.0,-loop-distribute,-constprop -loop-versioning-licm -globalopt -loop-idiom -lower-expect -loop-simplifycfg -mergefunc -always-inline -loop-rotate -called-value-propagation -loop-predication -post-inline-ee-instrument -adce -nary-reassociate -lowerinvoke -canonicalize-aliases -gvn -flattencfg -sink -instcombine -dce -mem2reg -newgvn -globaldce -lower-constant-intrinsics -sancov -loop-reroll,-0.07297089771704439
benchmark://poj104-v0/1_17,1675646.0,-loop-unswitch,-constprop -loop-versioning-licm -globalopt -loop-idiom -lower-expect -loop-simplifycfg -mergefunc -always-inline -loop-rotate -called-value-propagation -loop-predication -post-inline-ee-instrument -adce -nary-reassociate -lowerinvoke -canonicalize-aliases -gvn -flattencfg -sink -instcombine -dce -mem2reg -newgvn -globaldce -lower-constant-intrinsics -sancov -loop-reroll -loop-distribute,-0.023139658237856284
benchmark://poj104-v0/1_17,1752550.0,-loop-sink,-constprop -loop-versioning-licm -globalopt -loop-idiom -lower-expect -loop-simplifycfg -mergefunc -always-inline -loop-rotate -called-value-propagation -loop-predication -post-inline-ee-instrument -adce -nary-reassociate -lowerinvoke -canonicalize-aliases -gvn -flattencfg -sink -instcombine -dce -mem2reg -newgvn -globaldce -lower-constant-intrinsics -sancov -loop-reroll -loop-distribute -loop-unswitch,-0.10071306379153387
benchmark://poj104-v0/1_17,1809160.0,-barrier,-constprop -loop-versioning-licm -globalopt -loop-idiom -lower-expect -loop-simplifycfg -mergefunc -always-inline -loop-rotate -called-value-propagation -loop-predication -post-inline-ee-instrument -adce -nary-reassociate -lowerinvoke -canonicalize-aliases -gvn -flattencfg -sink -instcombine -dce -mem2reg -newgvn -globaldce -lower-constant-intrinsics -sancov -loop-reroll -loop-distribute -loop-unswitch -loop-sink,-0.043754606640631015
benchmark://poj104-v0/1_17,2009310.0,-irce,-constprop -loop-versioning-licm -globalopt -loop-idiom -lower-expect -loop-simplifycfg -mergefunc -always-inline -loop-rotate -called-value-propagation -loop-predication -post-inline-ee-instrument -adce -nary-reassociate -lowerinvoke -canonicalize-aliases -gvn -flattencfg -sink -instcombine -dce -mem2reg -newgvn -globaldce -lower-constant-intrinsics -sancov -loop-reroll -loop-distribute -loop-unswitch -loop-sink -barrier,-0.29323116685601514
benchmark://poj104-v0/1_17,1844656.0,-mergeicmps,-ee-instrument -ipconstprop -early-cse -callsite-splitting -inject-tli-mappings -coro-early -licm -inferattrs -name-anon-globals -loop-sink -coro-cleanup -gvn -loweratomic -lower-expect -prune-eh,-0.006996678373400537
benchmark://poj104-v0/1_17,1849029.0,-memcpyopt,-ee-instrument -ipconstprop -early-cse -callsite-splitting -inject-tli-mappings -coro-early -licm -inferattrs -name-anon-globals -loop-sink -coro-cleanup -gvn -loweratomic -lower-expect -prune-eh -mergeicmps,-0.0790013572666781
benchmark://poj104-v0/1_17,1735951.0,-aggressive-instcombine,-ee-instrument -ipconstprop -early-cse -callsite-splitting -inject-tli-mappings -coro-early -licm -inferattrs -name-anon-globals -loop-sink -coro-cleanup -gvn -loweratomic -lower-expect -prune-eh -mergeicmps -memcpyopt,-0.26705319219888035
benchmark://poj104-v0/1_17,1805537.0,-mem2reg,-ee-instrument -ipconstprop -early-cse -callsite-splitting -inject-tli-mappings -coro-early -licm -inferattrs -name-anon-globals -loop-sink -coro-cleanup -gvn -loweratomic -lower-expect -prune-eh -mergeicmps -memcpyopt -aggressive-instcombine,-0.10577388427377682
benchmark://poj104-v0/1_17,1878358.0,-instsimplify,-ee-instrument -ipconstprop -early-cse -callsite-splitting -inject-tli-mappings -coro-early -licm -inferattrs -name-anon-globals -loop-sink -coro-cleanup -gvn -loweratomic -lower-expect -prune-eh -mergeicmps -memcpyopt -aggressive-instcombine -mem2reg,-0.16786612710423363
benchmark://poj104-v0/1_17,1834744.0,-tailcallelim,-ee-instrument -ipconstprop -early-cse -callsite-splitting -inject-tli-mappings -coro-early -licm -inferattrs -name-anon-globals -loop-sink -coro-cleanup -gvn -loweratomic -lower-expect -prune-eh -mergeicmps -memcpyopt -aggressive-instcombine -mem2reg -instsimplify,-0.023251386196238757
benchmark://poj104-v0/1_17,1931457.0,-loop-rotate,-instnamer -slsr -indvars -functionattrs -barrier -lower-constant-intrinsics -strip-dead-prototypes -tailcallelim -bdce -coro-elide -loop-versioning-licm -loop-instsimplify -loop-simplify -reg2mem -sroa -ipconstprop -gvn-hoist -lower-matrix-intrinsics -correlated-propagation -loop-reroll -pgo-memop-opt -lower-guard-intrinsic -globalopt -simple-loop-unswitch -cross-dso-cfi -loop-distribute -loop-load-elim -mldst-motion,-0.20951614383492537
benchmark://poj104-v0/1_17,1841500.0,-loop-sink,-instnamer -slsr -indvars -functionattrs -barrier -lower-constant-intrinsics -strip-dead-prototypes -tailcallelim -bdce -coro-elide -loop-versioning-licm -loop-instsimplify -loop-simplify -reg2mem -sroa -ipconstprop -gvn-hoist -lower-matrix-intrinsics -correlated-propagation -loop-reroll -pgo-memop-opt -lower-guard-intrinsic -globalopt -simple-loop-unswitch -cross-dso-cfi -loop-distribute -loop-load-elim -mldst-motion -loop-rotate,-0.10797880133001873
benchmark://poj104-v0/1_17,1840824.0,-argpromotion,-instnamer -slsr -indvars -functionattrs -barrier -lower-constant-intrinsics -strip-dead-prototypes -tailcallelim -bdce -coro-elide -loop-versioning-licm -loop-instsimplify -loop-simplify -reg2mem -sroa -ipconstprop -gvn-hoist -lower-matrix-intrinsics -correlated-propagation -loop-reroll -pgo-memop-opt -lower-guard-intrinsic -globalopt -simple-loop-unswitch -cross-dso-cfi -loop-distribute -loop-load-elim -mldst-motion -loop-rotate -loop-sink,-0.05911834099942939
benchmark://poj104-v0/1_17,1858570.0,-aggressive-instcombine,-instnamer -slsr -indvars -functionattrs -barrier -lower-constant-intrinsics -strip-dead-prototypes -tailcallelim -bdce -coro-elide -loop-versioning-licm -loop-instsimplify -loop-simplify -reg2mem -sroa -ipconstprop -gvn-hoist -lower-matrix-intrinsics -correlated-propagation -loop-reroll -pgo-memop-opt -lower-guard-intrinsic -globalopt -simple-loop-unswitch -cross-dso-cfi -loop-distribute -loop-load-elim -mldst-motion -loop-rotate -loop-sink -argpromotion,-0.050870423500265924
benchmark://poj104-v0/1_17,1915244.0,-early-cse,-instnamer -slsr -indvars -functionattrs -barrier -lower-constant-intrinsics -strip-dead-prototypes -tailcallelim -bdce -coro-elide -loop-versioning-licm -loop-instsimplify -loop-simplify -reg2mem -sroa -ipconstprop -gvn-hoist -lower-matrix-intrinsics -correlated-propagation -loop-reroll -pgo-memop-opt -lower-guard-intrinsic -globalopt -simple-loop-unswitch -cross-dso-cfi -loop-distribute -loop-load-elim -mldst-motion -loop-rotate -loop-sink -argpromotion -aggressive-instcombine,-0.01942755382465893
benchmark://poj104-v0/1_17,1889856.0,-coro-elide,-instnamer -slsr -indvars -functionattrs -barrier -lower-constant-intrinsics -strip-dead-prototypes -tailcallelim -bdce -coro-elide -loop-versioning-licm -loop-instsimplify -loop-simplify -reg2mem -sroa -ipconstprop -gvn-hoist -lower-matrix-intrinsics -correlated-propagation -loop-reroll -pgo-memop-opt -lower-guard-intrinsic -globalopt -simple-loop-unswitch -cross-dso-cfi -loop-distribute -loop-load-elim -mldst-motion -loop-rotate -loop-sink -argpromotion -aggressive-instcombine -early-cse,-0.142699404478581
