BenchmarkName, PrevState, State, Action, PrevActions, Reward
benchmark://poj104-small-v0/1_17,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,-slp-vectorizer,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,-bdce,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,-rpo-functionattrs,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,-loop-instsimplify,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2214090.0 1321282.0 0.65 1748030.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 27020.0 100170.0 23778.0 762921.0 13540.0 7400.0 444946.0 358413.0 8861.0 8861.0 358467.0 1040.0 4918.0 120.0 32.0,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,-instnamer,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer input.bc -o output.bc,0.034088496854238086
benchmark://poj104-small-v0/1_17,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,-loop-vectorize,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,-dse,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize -dse input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,-reassociate,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize -dse -reassociate input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,-speculative-execution,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize -dse -reassociate -speculative-execution input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138615.0 941979.0 0.54 1756123.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 22765.0 102996.0 17605.0 766341.0 5319.0 7456.0 443261.0 359409.0 9379.0 9379.0 359463.0 1136.0 5182.0 122.0 26.0,1649853.0 1331063.0 0.65 1746778.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26947.0 116255.0 17473.0 763817.0 6272.0 7537.0 445005.0 359867.0 9349.0 9349.0 359921.0 1144.0 5067.0 122.0 18.0,-dse,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize -dse -reassociate -speculative-execution -instnamer -dse input.bc -o output.bc,0.22854136906362296
benchmark://poj104-small-v0/1_17,1649853.0 1331063.0 0.65 1746778.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26947.0 116255.0 17473.0 763817.0 6272.0 7537.0 445005.0 359867.0 9349.0 9349.0 359921.0 1144.0 5067.0 122.0 18.0,1649853.0 1331063.0 0.65 1746778.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26947.0 116255.0 17473.0 763817.0 6272.0 7537.0 445005.0 359867.0 9349.0 9349.0 359921.0 1144.0 5067.0 122.0 18.0,-adce,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize -dse -reassociate -speculative-execution -instnamer -dse -adce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1649853.0 1331063.0 0.65 1746778.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26947.0 116255.0 17473.0 763817.0 6272.0 7537.0 445005.0 359867.0 9349.0 9349.0 359921.0 1144.0 5067.0 122.0 18.0,1649853.0 1331063.0 0.65 1746778.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26947.0 116255.0 17473.0 763817.0 6272.0 7537.0 445005.0 359867.0 9349.0 9349.0 359921.0 1144.0 5067.0 122.0 18.0,-slsr,opt -adce -add-discriminators -loop-data-prefetch -mergeicmps -loop-guard-widening -loop-idiom -mergereturn -load-store-vectorizer -licm -correlated-propagation -adce -loop-fusion -div-rem-pairs -sink -scalarizer -add-discriminators -mergeicmps -tailcallelim -rpo-functionattrs -globalopt -hotcoldsplit -adce -deadargelim -slp-vectorizer -bdce -rpo-functionattrs -loop-instsimplify -instnamer -loop-vectorize -dse -reassociate -speculative-execution -instnamer -dse -adce -slsr input.bc -o output.bc,0.0
