BenchmarkName,State,NextState,Action,CommandLine,Reward
benchmark://poj104-v0/93_1559,2592277.0 1572097.0 0.85 1613354.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 24353.0 97034.0 25103.0 690539.0 14754.0 7460.0 423022.0 328583.0 8810.0 8810.0 328637.0 1204.0 5636.0 123.0 102.0,2592277.0 1572097.0 0.85 1613354.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 24353.0 97034.0 25103.0 690539.0 14754.0 7460.0 423022.0 328583.0 8810.0 8810.0 328637.0 1204.0 5636.0 123.0 102.0,-mem2reg,opt -float2int -forceattrs -sink -loop-guard-widening -functionattrs -always-inline -deadargelim -sroa -adce -loop-deletion -separate-const-offset-from-gep -nary-reassociate -newgvn -loop-versioning -lowerinvoke -consthoist -instnamer -partial-inliner -loop-unroll -early-cse-memssa -gvn-hoist -die -loop-rotate -mem2reg input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,2592277.0 1572097.0 0.85 1613354.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 24353.0 97034.0 25103.0 690539.0 14754.0 7460.0 423022.0 328583.0 8810.0 8810.0 328637.0 1204.0 5636.0 123.0 102.0,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,-strip-nondebug,opt -canonicalize-aliases -deadargelim -inferattrs -instnamer -nary-reassociate -die -speculative-execution -newgvn -break-crit-edges -globalsplit -aggressive-instcombine -lower-matrix-intrinsics -post-inline-ee-instrument -mergeicmps -inject-tli-mappings -functionattrs -bdce -strip-nondebug input.bc -o output.bc,-0.022409064865857118
benchmark://poj104-v0/93_1559,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,-callsite-splitting,opt -canonicalize-aliases -deadargelim -inferattrs -instnamer -nary-reassociate -die -speculative-execution -newgvn -break-crit-edges -globalsplit -aggressive-instcombine -lower-matrix-intrinsics -post-inline-ee-instrument -mergeicmps -inject-tli-mappings -functionattrs -bdce -callsite-splitting input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,-dce,opt -canonicalize-aliases -deadargelim -inferattrs -instnamer -nary-reassociate -die -speculative-execution -newgvn -break-crit-edges -globalsplit -aggressive-instcombine -lower-matrix-intrinsics -post-inline-ee-instrument -mergeicmps -inject-tli-mappings -functionattrs -bdce -callsite-splitting -dce input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,-pgo-memop-opt,opt -canonicalize-aliases -deadargelim -inferattrs -instnamer -nary-reassociate -die -speculative-execution -newgvn -break-crit-edges -globalsplit -aggressive-instcombine -lower-matrix-intrinsics -post-inline-ee-instrument -mergeicmps -inject-tli-mappings -functionattrs -bdce -callsite-splitting -pgo-memop-opt input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1837995.0 1086421.0 0.51 1603070.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26173.0 118923.0 23477.0 689056.0 13382.0 7625.0 422424.0 328031.0 8849.0 8849.0 328085.0 1192.0 5243.0 119.0 24.0,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,-reg2mem,opt -sink -strip-debug-declare -coro-split -libcalls-shrinkwrap -reg2mem input.bc -o output.bc,-0.050276085886551004
benchmark://poj104-v0/53_407,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,-div-rem-pairs,opt -sink -strip-debug-declare -coro-split -libcalls-shrinkwrap -div-rem-pairs input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,-constprop,opt -sink -strip-debug-declare -coro-split -libcalls-shrinkwrap -div-rem-pairs -constprop input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,-gvn,opt -sink -strip-debug-declare -coro-split -libcalls-shrinkwrap -div-rem-pairs -gvn input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,2185112.0 1177932.0 0.64 1804696.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 24253.0 98366.0 24316.0 783006.0 13332.0 7575.0 429299.0 374906.0 9180.0 9180.0 374960.0 1186.0 5044.0 123.0 27.0,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,-loop-deletion,opt -dce -indvars -instcombine -pgo-memop-opt -infer-address-spaces -loop-deletion input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,-attributor,opt -dce -indvars -instcombine -pgo-memop-opt -infer-address-spaces -attributor input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,-mem2reg,opt -dce -indvars -instcombine -pgo-memop-opt -infer-address-spaces -loop-deletion -mem2reg input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,-libcalls-shrinkwrap,opt -dce -indvars -instcombine -pgo-memop-opt -infer-address-spaces -loop-deletion -libcalls-shrinkwrap input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1779882.0 1214623.0 0.61 1801523.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26009.0 102083.0 17057.0 778492.0 4956.0 7278.0 413424.0 370547.0 9159.0 9159.0 370601.0 1236.0 5251.0 125.0 36.0,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,-prune-eh,opt -correlated-propagation -scalarizer -prune-eh input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,-loop-unroll,opt -correlated-propagation -scalarizer -loop-unroll input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,-redundant-dbg-inst-elim,opt -correlated-propagation -scalarizer -prune-eh -redundant-dbg-inst-elim input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,-inline,opt -correlated-propagation -scalarizer -prune-eh -inline input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,2330548.0 1151502.0 0.58 1569998.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 58.0 58.0 24188.0 98773.0 16663.0 678398.0 5516.0 7522.0 397388.0 320756.0 8635.0 8635.0 320810.0 1042.0 5508.0 111.0 24.0,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,-ipsccp,opt -canonicalize-aliases -coro-split -lowerswitch -attributor -ipconstprop -coro-early -mem2reg -loop-vectorize -separate-const-offset-from-gep -loop-sink -newgvn -strip-nondebug -alignment-from-assumptions -break-crit-edges -post-inline-ee-instrument -sink -mldst-motion -slp-vectorizer -ipsccp input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,-add-discriminators,opt -canonicalize-aliases -coro-split -lowerswitch -attributor -ipconstprop -coro-early -mem2reg -loop-vectorize -separate-const-offset-from-gep -loop-sink -newgvn -strip-nondebug -alignment-from-assumptions -break-crit-edges -post-inline-ee-instrument -sink -mldst-motion -slp-vectorizer -add-discriminators input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,-licm,opt -canonicalize-aliases -coro-split -lowerswitch -attributor -ipconstprop -coro-early -mem2reg -loop-vectorize -separate-const-offset-from-gep -loop-sink -newgvn -strip-nondebug -alignment-from-assumptions -break-crit-edges -post-inline-ee-instrument -sink -mldst-motion -slp-vectorizer -ipsccp -licm input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,-sancov,opt -canonicalize-aliases -coro-split -lowerswitch -attributor -ipconstprop -coro-early -mem2reg -loop-vectorize -separate-const-offset-from-gep -loop-sink -newgvn -strip-nondebug -alignment-from-assumptions -break-crit-edges -post-inline-ee-instrument -sink -mldst-motion -slp-vectorizer -ipsccp -sancov input.bc -o output.bc,0.0
benchmark://poj104-v0/5_1162,1947166.0 1146882.0 0.55 1574833.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 58.0 58.0 26509.0 97934.0 17237.0 684328.0 5467.0 7598.0 421049.0 321825.0 8845.0 8845.0 321879.0 1136.0 4901.0 115.0 19.0,2186305.0 1120202.0 0.54 1605791.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26874.0 95239.0 23645.0 688543.0 13664.0 7358.0 420874.0 328141.0 8825.0 8825.0 328195.0 1133.0 5396.0 131.0 30.0,-reg2mem,opt -elim-avail-extern -simplifycfg -loop-predication -dce -redundant-dbg-inst-elim -lower-expect -deadargelim -loop-simplifycfg -rpo-functionattrs -constprop -slsr -coro-elide -mergereturn -simple-loop-unswitch -tailcallelim -loop-vectorize -sancov -coro-cleanup -alignment-from-assumptions -lower-guard-intrinsic -early-cse -loop-data-prefetch -reg2mem input.bc -o output.bc,0.09963611594541905
benchmark://poj104-v0/5_1162,2186305.0 1120202.0 0.54 1605791.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26874.0 95239.0 23645.0 688543.0 13664.0 7358.0 420874.0 328141.0 8825.0 8825.0 328195.0 1133.0 5396.0 131.0 30.0,2186305.0 1120202.0 0.54 1605791.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26874.0 95239.0 23645.0 688543.0 13664.0 7358.0 420874.0 328141.0 8825.0 8825.0 328195.0 1133.0 5396.0 131.0 30.0,-memcpyopt,opt -elim-avail-extern -simplifycfg -loop-predication -dce -redundant-dbg-inst-elim -lower-expect -deadargelim -loop-simplifycfg -rpo-functionattrs -constprop -slsr -coro-elide -mergereturn -simple-loop-unswitch -tailcallelim -loop-vectorize -sancov -coro-cleanup -alignment-from-assumptions -lower-guard-intrinsic -early-cse -loop-data-prefetch -memcpyopt input.bc -o output.bc,0.0
benchmark://poj104-v0/5_1162,2186305.0 1120202.0 0.54 1605791.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 26874.0 95239.0 23645.0 688543.0 13664.0 7358.0 420874.0 328141.0 8825.0 8825.0 328195.0 1133.0 5396.0 131.0 30.0,2255309.0 1194682.0 0.64 1610349.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 61.0 61.0 25923.0 111471.0 22997.0 690081.0 13082.0 7859.0 430963.0 328830.0 9033.0 9033.0 328884.0 1176.0 4999.0 131.0 29.0,-gvn,opt -elim-avail-extern -simplifycfg -loop-predication -dce -redundant-dbg-inst-elim -lower-expect -deadargelim -loop-simplifycfg -rpo-functionattrs -constprop -slsr -coro-elide -mergereturn -simple-loop-unswitch -tailcallelim -loop-vectorize -sancov -coro-cleanup -alignment-from-assumptions -lower-guard-intrinsic -early-cse -loop-data-prefetch -reg2mem -gvn input.bc -o output.bc,-0.03156192754441855
