BenchmarkName,State,NextState,Action,CommandLine,Reward
benchmark://poj104-v0/93_1559,1960071.0 1125602.0 0.52 1599478.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 61.0 61.0 25919.0 94174.0 16520.0 694567.0 3836.0 7746.0 430146.0 328769.0 8852.0 8852.0 328823.0 1085.0 5115.0 119.0 19.0,1960071.0 1125602.0 0.52 1599478.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 61.0 61.0 25919.0 94174.0 16520.0 694567.0 3836.0 7746.0 430146.0 328769.0 8852.0 8852.0 328823.0 1085.0 5115.0 119.0 19.0,-gvn,opt -loop-versioning-licm -early-cse -loop-interchange -sroa -loop-simplifycfg -mergefunc -correlated-propagation -mergereturn -insert-gcov-profiling -attributor -break-crit-edges -loweratomic -functionattrs -ee-instrument -nary-reassociate -loop-sink -bdce -canonicalize-aliases -tailcallelim -reg2mem -indvars -rpo-functionattrs -loop-guard-widening -coro-cleanup -loop-data-prefetch -gvn input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,1960071.0 1125602.0 0.52 1599478.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 61.0 61.0 25919.0 94174.0 16520.0 694567.0 3836.0 7746.0 430146.0 328769.0 8852.0 8852.0 328823.0 1085.0 5115.0 119.0 19.0,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,-adce,opt -name-anon-globals -libcalls-shrinkwrap -deadargelim -die -partially-inline-libcalls -rpo-functionattrs -separate-const-offset-from-gep -dse -sancov -guard-widening -adce input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,-loop-sink,opt -name-anon-globals -libcalls-shrinkwrap -deadargelim -die -partially-inline-libcalls -rpo-functionattrs -separate-const-offset-from-gep -dse -sancov -guard-widening -loop-sink input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,-lowerswitch,opt -name-anon-globals -libcalls-shrinkwrap -deadargelim -die -partially-inline-libcalls -rpo-functionattrs -separate-const-offset-from-gep -dse -sancov -guard-widening -adce -lowerswitch input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,-loop-guard-widening,opt -name-anon-globals -libcalls-shrinkwrap -deadargelim -die -partially-inline-libcalls -rpo-functionattrs -separate-const-offset-from-gep -dse -sancov -guard-widening -adce -loop-guard-widening input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,2348966.0 1381135.0 0.61 1607409.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26194.0 116641.0 22787.0 689532.0 12424.0 7992.0 431731.0 328743.0 8923.0 8923.0 328797.0 1218.0 5234.0 118.0 13.0,1921747.0 1162552.0 0.6 1800746.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 25096.0 98411.0 16537.0 776875.0 5167.0 7613.0 411556.0 370345.0 8387.0 8387.0 370399.0 1041.0 5545.0 123.0 20.0,-always-inline,opt -libcalls-shrinkwrap -licm -coro-early -slp-vectorizer -loop-instsimplify -insert-gcov-profiling -loop-simplifycfg -consthoist -loop-data-prefetch -tailcallelim -speculative-execution -loop-predication -globaldce -always-inline input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1921747.0 1162552.0 0.6 1800746.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 25096.0 98411.0 16537.0 776875.0 5167.0 7613.0 411556.0 370345.0 8387.0 8387.0 370399.0 1041.0 5545.0 123.0 20.0,1921747.0 1162552.0 0.6 1800746.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 25096.0 98411.0 16537.0 776875.0 5167.0 7613.0 411556.0 370345.0 8387.0 8387.0 370399.0 1041.0 5545.0 123.0 20.0,-ipsccp,opt -libcalls-shrinkwrap -licm -coro-early -slp-vectorizer -loop-instsimplify -insert-gcov-profiling -loop-simplifycfg -consthoist -loop-data-prefetch -tailcallelim -speculative-execution -loop-predication -globaldce -ipsccp input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1921747.0 1162552.0 0.6 1800746.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 25096.0 98411.0 16537.0 776875.0 5167.0 7613.0 411556.0 370345.0 8387.0 8387.0 370399.0 1041.0 5545.0 123.0 20.0,1785830.0 1117362.0 0.55 1797602.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22441.0 104630.0 22961.0 779290.0 13187.0 8003.0 421620.0 371647.0 9102.0 9103.0 371701.0 1220.0 5887.0 125.0 32.0,-inferattrs,opt -libcalls-shrinkwrap -licm -coro-early -slp-vectorizer -loop-instsimplify -insert-gcov-profiling -loop-simplifycfg -consthoist -loop-data-prefetch -tailcallelim -speculative-execution -loop-predication -globaldce -always-inline -inferattrs input.bc -o output.bc,0.07072575110043101
benchmark://poj104-v0/53_407,1785830.0 1117362.0 0.55 1797602.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22441.0 104630.0 22961.0 779290.0 13187.0 8003.0 421620.0 371647.0 9102.0 9103.0 371701.0 1220.0 5887.0 125.0 32.0,1785830.0 1117362.0 0.55 1797602.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22441.0 104630.0 22961.0 779290.0 13187.0 8003.0 421620.0 371647.0 9102.0 9103.0 371701.0 1220.0 5887.0 125.0 32.0,-jump-threading,opt -libcalls-shrinkwrap -licm -coro-early -slp-vectorizer -loop-instsimplify -insert-gcov-profiling -loop-simplifycfg -consthoist -loop-data-prefetch -tailcallelim -speculative-execution -loop-predication -globaldce -always-inline -jump-threading input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1785830.0 1117362.0 0.55 1797602.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22441.0 104630.0 22961.0 779290.0 13187.0 8003.0 421620.0 371647.0 9102.0 9103.0 371701.0 1220.0 5887.0 125.0 32.0,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,-jump-threading,opt -adce -loop-unroll -strip-debug-declare -aggressive-instcombine -name-anon-globals -newgvn -lowerswitch -early-cse-memssa -mergefunc -post-inline-ee-instrument -jump-threading input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,-dse,opt -adce -loop-unroll -strip-debug-declare -aggressive-instcombine -name-anon-globals -newgvn -lowerswitch -early-cse-memssa -mergefunc -post-inline-ee-instrument -dse input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,-loop-unswitch,opt -adce -loop-unroll -strip-debug-declare -aggressive-instcombine -name-anon-globals -newgvn -lowerswitch -early-cse-memssa -mergefunc -post-inline-ee-instrument -jump-threading -loop-unswitch input.bc -o output.bc,0.0
benchmark://poj104-v0/53_407,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,-inline,opt -adce -loop-unroll -strip-debug-declare -aggressive-instcombine -name-anon-globals -newgvn -lowerswitch -early-cse-memssa -mergefunc -post-inline-ee-instrument -jump-threading -inline input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1916112.0 1125212.0 0.55 1794042.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 26597.0 122581.0 23087.0 781640.0 12947.0 7812.0 424899.0 372478.0 9405.0 9405.0 372532.0 1139.0 5002.0 125.0 20.0,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,-mergereturn,opt -tailcallelim -instsimplify -loop-idiom -rewrite-statepoints-for-gc -consthoist -mergereturn input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,-cross-dso-cfi,opt -tailcallelim -instsimplify -loop-idiom -rewrite-statepoints-for-gc -consthoist -cross-dso-cfi input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,-post-inline-ee-instrument,opt -tailcallelim -instsimplify -loop-idiom -rewrite-statepoints-for-gc -consthoist -mergereturn -post-inline-ee-instrument input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,-loop-sink,opt -tailcallelim -instsimplify -loop-idiom -rewrite-statepoints-for-gc -consthoist -mergereturn -loop-sink input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1704077.0 1117731.0 0.53 1574105.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 25584.0 97375.0 16119.0 680657.0 5094.0 7263.0 416060.0 321368.0 7471.0 7471.0 321422.0 997.0 4607.0 111.0 22.0,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,-strip,opt -coro-elide -flattencfg -lower-guard-intrinsic -lower-constant-intrinsics -loop-unroll -simplifycfg -loop-rotate -adce -partially-inline-libcalls -strip input.bc -o output.bc,-0.11504896857177145
benchmark://poj104-v0/91_507,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,-indvars,opt -coro-elide -flattencfg -lower-guard-intrinsic -lower-constant-intrinsics -loop-unroll -simplifycfg -loop-rotate -adce -partially-inline-libcalls -indvars input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,-float2int,opt -coro-elide -flattencfg -lower-guard-intrinsic -lower-constant-intrinsics -loop-unroll -simplifycfg -loop-rotate -adce -partially-inline-libcalls -indvars -float2int input.bc -o output.bc,0.0
benchmark://poj104-v0/91_507,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,-indvars,opt -coro-elide -flattencfg -lower-guard-intrinsic -lower-constant-intrinsics -loop-unroll -simplifycfg -loop-rotate -adce -partially-inline-libcalls -indvars -indvars input.bc -o output.bc,0.0
benchmark://poj104-v0/5_1162,1774635.0 1005871.0 0.48 1570045.0 0.0 0.0 0.0 0.51 0.0 0.0 0.0 58.0 58.0 23134.0 95080.0 23838.0 678517.0 12927.0 7887.0 423510.0 321017.0 8754.0 8754.0 321071.0 1032.0 4803.0 109.0 12.0,2050142.0 1232443.0 0.64 1610650.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 61.0 61.0 29935.0 128316.0 16529.0 690666.0 4710.0 7144.0 424044.0 327807.0 8333.0 8335.0 327861.0 1027.0 5137.0 131.0 41.0,-simple-loop-unswitch,opt -guard-widening -consthoist -scalarizer -loop-simplify -lowerswitch -ipconstprop -lower-widenable-condition -gvn-hoist -strip-dead-prototypes -loop-rotate -strip-debug-declare -post-inline-ee-instrument -partially-inline-libcalls -ipsccp -infer-address-spaces -nary-reassociate -insert-gcov-profiling -load-store-vectorizer -loop-distribute -memcpyopt -attributor -hotcoldsplit -early-cse-memssa -mergeicmps -globalopt -simplifycfg -loop-interchange -simple-loop-unswitch input.bc -o output.bc,0.0
benchmark://poj104-v0/5_1162,2050142.0 1232443.0 0.64 1610650.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 61.0 61.0 29935.0 128316.0 16529.0 690666.0 4710.0 7144.0 424044.0 327807.0 8333.0 8335.0 327861.0 1027.0 5137.0 131.0 41.0,2050142.0 1232443.0 0.64 1610650.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 61.0 61.0 29935.0 128316.0 16529.0 690666.0 4710.0 7144.0 424044.0 327807.0 8333.0 8335.0 327861.0 1027.0 5137.0 131.0 41.0,-forceattrs,opt -guard-widening -consthoist -scalarizer -loop-simplify -lowerswitch -ipconstprop -lower-widenable-condition -gvn-hoist -strip-dead-prototypes -loop-rotate -strip-debug-declare -post-inline-ee-instrument -partially-inline-libcalls -ipsccp -infer-address-spaces -nary-reassociate -insert-gcov-profiling -load-store-vectorizer -loop-distribute -memcpyopt -attributor -hotcoldsplit -early-cse-memssa -mergeicmps -globalopt -simplifycfg -loop-interchange -forceattrs input.bc -o output.bc,0.0
